Word,RawWSA,WSA
PROIN,399.9,0.272
PRORE,430.2,0.295
SAGUM,764.9,0.547
FEELS,882.5,0.635
TIRES,265.5,0.171
RUSKY,472.4,0.327
PREMY,539.0,0.377
BREED,415.6,0.284
PASTY,668.8,0.474
SOOKS,1178.2,0.857
ROBES,555.5,0.389
AYRIE,108.4,0.053
CONUS,587.4,0.413
PAPAD,1027.9,0.744
SHALM,637.9,0.451
TYING,399.8,0.272
RUINS,337.7,0.225
STEDE,155.9,0.089
PORES,584.6,0.411
MOLLE,613.4,0.433
CACTI,169.2,0.099
NATTY,601.6,0.424
TOEAS,196.7,0.12
FACET,337.2,0.225
BRAZE,324.5,0.216
HASTY,668.8,0.474
SAREE,301.8,0.199
GENOM,967.5,0.699
PYNES,940.8,0.679
LUSUS,1105.3,0.802
CENSE,218.5,0.136
YARTO,179.9,0.107
MONTH,602.7,0.425
LACKS,553.9,0.388
FARED,249.3,0.159
MABES,544.6,0.381
FIFIS,1102.3,0.8
HOMAS,951.2,0.687
SCALE,270.3,0.175
VERSO,339.9,0.227
WIMPY,1279.6,0.933
CUPPY,630.9,0.446
HOWBE,726.3,0.518
HAOLE,223.0,0.139
PARAS,614.1,0.433
CLANK,489.9,0.34
TRUGS,178.8,0.106
PERRY,566.5,0.397
SCURF,178.4,0.106
PASEO,303.4,0.2
FUBAR,526.3,0.367
MEDIN,694.9,0.494
HAWKS,1128.2,0.82
TUBED,451.7,0.311
CANER,382.3,0.259
BLUER,446.4,0.307
MEEDS,873.8,0.628
PREED,415.6,0.284
PEELS,882.5,0.635
HARED,249.3,0.159
QUALM,455.6,0.314
SYNDS,897.0,0.646
SALMI,650.0,0.46
TOWSE,304.9,0.201
DARGS,405.3,0.276
THANA,482.8,0.335
MARSE,303.6,0.2
VROUS,417.4,0.285
LENGS,779.5,0.558
YOKEL,1012.4,0.733
MZEES,1043.8,0.756
SUSES,853.7,0.613
TORSE,229.3,0.144
DAINT,152.2,0.086
DOWSE,405.3,0.276
KROON,593.7,0.418
BABKA,1236.7,0.901
AWETO,132.8,0.071
NOIRE,264.1,0.17
LUSTS,600.1,0.423
CREDO,290.7,0.19
GEEKY,1017.2,0.736
ZANZA,1136.8,0.826
STINK,369.4,0.249
GINZO,1020.1,0.738
SOTOL,706.5,0.503
LISTS,564.1,0.396
MARIA,437.3,0.3
JHEEL,959.1,0.693
BARED,249.3,0.159
BUFFE,609.4,0.43
VINYL,1002.8,0.725
ZYGAL,1162.1,0.845
CHAIN,218.4,0.136
ZILLS,1061.2,0.769
GAPOS,934.3,0.674
SLUFF,993.8,0.719
DAISY,744.2,0.531
ARBOR,376.6,0.255
RISHI,532.2,0.372
HIDED,853.7,0.613
SEHRI,407.1,0.278
SAGAR,509.7,0.355
HURLS,374.5,0.253
ODDLY,1042.2,0.755
CHIPS,557.7,0.391
SICKS,425.0,0.291
ZANJA,1136.8,0.826
SERKS,403.0,0.275
OFFER,717.2,0.511
KREEN,504.8,0.351
AGORA,459.0,0.317
LAZZO,880.2,0.633
BIGHT,618.7,0.437
SKIPS,982.9,0.71
BERMS,499.0,0.347
NERAL,375.2,0.254
BAIZA,886.9,0.638
STING,369.4,0.249
JARLS,521.5,0.364
PROMS,567.4,0.398
MUDIF,1141.8,0.83
MUJIK,1147.0,0.834
PINED,772.0,0.552
HELED,773.5,0.553
TUSHY,614.0,0.433
SHISO,823.3,0.59
TOQUE,241.2,0.153
MUNGI,1021.4,0.739
GORPS,637.3,0.451
PUNKA,945.9,0.683
SINED,585.5,0.412
BEPAT,411.1,0.281
OURIE,262.7,0.169
LAVAL,1121.4,0.815
TYPOS,730.9,0.521
GOOFY,1362.9,0.996
YOBBO,1199.1,0.873
GUMPS,1251.2,0.912
SLAES,367.4,0.248
CLING,397.9,0.271
FANON,942.9,0.68
MIRKY,604.9,0.426
RAYON,402.1,0.274
ZAIDE,168.9,0.099
PRYAN,620.0,0.438
ACKEE,111.3,0.055
FACIA,411.5,0.281
LARDY,378.3,0.256
TRAPS,322.4,0.214
SCARP,338.6,0.226
RENIG,420.9,0.288
TAXES,383.5,0.26
TIFOS,465.8,0.322
RADDI,372.1,0.251
TOING,287.6,0.188
WAKES,544.6,0.381
DIARY,208.8,0.129
EMOVE,726.3,0.518
AGITA,311.0,0.205
POSTS,753.7,0.538
CHAPS,498.1,0.346
SPANG,630.0,0.445
YOCKS,767.8,0.549
ACMES,126.8,0.067
FICTA,190.7,0.115
WASES,544.6,0.381
SIXMO,893.5,0.643
PUCAN,532.8,0.372
WEALD,193.0,0.117
ZACKS,646.5,0.458
EARST,291.3,0.191
GORBS,637.3,0.451
CHOSS,577.8,0.406
REAIS,68.5,0.023
MOVER,717.2,0.511
SYTHE,256.1,0.164
FATSO,311.2,0.206
RAYED,228.4,0.143
TARRE,283.3,0.185
RILEY,450.7,0.31
VIVAS,829.8,0.595
GLAZE,348.1,0.233
VOLTE,364.1,0.245
TOSYL,689.1,0.49
PATED,201.6,0.123
CLIFT,243.7,0.155
WISPS,1215.2,0.885
SKEEF,917.3,0.661
CRAPY,414.6,0.283
DUROC,329.4,0.219
KOHLS,1222.2,0.89
SAUCE,46.8,0.007
AGGER,219.1,0.136
MOANS,470.9,0.326
AMENT,112.8,0.056
MADGE,196.3,0.119
JAWAN,1136.8,0.826
FACTY,493.2,0.342
PACTS,460.5,0.318
DIVVY,1167.0,0.849
OGMIC,555.9,0.39
STONK,564.7,0.396
SIZES,801.1,0.574
KELTY,513.5,0.358
POOVY,1362.9,0.996
TWAIN,147.1,0.082
STEPS,558.9,0.392
ALMUG,795.8,0.57
MAUMY,1015.9,0.735
VILLS,1061.2,0.769
BUGLE,512.6,0.357
INVAR,455.4,0.314
LEZZY,891.2,0.642
FIRER,588.6,0.414
LAEVO,307.7,0.203
RAPSO,293.5,0.192
UGGED,952.1,0.687
TREEN,254.0,0.163
LYRES,443.2,0.305
VICHY,679.3,0.482
COTAN,300.9,0.198
SORED,349.8,0.235
TOLES,595.5,0.419
AWOLS,741.1,0.529
TERFE,210.1,0.13
TALLY,668.9,0.474
COPER,480.1,0.333
SWELL,890.2,0.641
PARCH,519.5,0.362
PILON,872.1,0.627
FURLS,374.5,0.253
APAGE,144.8,0.081
PONGO,1071.4,0.777
REIRD,421.0,0.288
KYLOE,613.4,0.433
WELLY,875.1,0.629
FRITE,199.0,0.121
EXAMS,389.4,0.264
TYMPS,677.6,0.481
SCUGS,439.8,0.302
GIPPO,1147.8,0.834
TITAN,300.6,0.198
GORGE,460.0,0.317
WASHI,811.4,0.582
BESES,967.8,0.699
DEVOT,468.3,0.324
BIRKS,565.2,0.396
CLEWS,433.2,0.297
YEUKS,889.2,0.64
RECTA,298.4,0.196
TOMMY,719.2,0.512
THEEK,565.6,0.397
SPRED,338.6,0.226
DRANT,128.4,0.068
ZILCH,464.3,0.321
VALUE,193.3,0.117
MOSKS,1368.1,1.0
PLOIT,457.6,0.316
MUNGA,945.9,0.683
APIOL,762.7,0.545
NESKI,754.8,0.539
BEAKS,390.9,0.265
TENTY,410.2,0.28
MEDIC,352.1,0.236
DOMES,954.8,0.689
DUCTS,313.0,0.207
RAKEE,335.1,0.224
MOCHY,762.6,0.545
ERBIA,175.6,0.104
AGUED,317.6,0.21
ALPHA,822.7,0.59
NOWED,878.0,0.632
ANGAS,744.0,0.531
MUSCA,377.4,0.255
RESOD,420.1,0.287
SCEND,298.5,0.196
VASES,544.6,0.381
DOSES,954.8,0.689
WANES,507.5,0.353
VOTED,501.9,0.349
YCOND,593.9,0.418
KHIRS,551.5,0.386
TANKS,558.2,0.391
OKRUG,524.5,0.366
TECHS,363.1,0.245
MENSE,376.1,0.254
GRAFF,481.6,0.334
SOOTE,306.3,0.202
PILOW,999.8,0.723
CUSPS,636.1,0.45
CHOLO,434.9,0.299
CLUBS,452.3,0.312
SCUSE,121.4,0.063
SPEAN,483.2,0.335
CHINK,570.1,0.4
URNAL,283.2,0.185
RABIC,255.7,0.164
CHEEB,558.6,0.392
TRAMP,354.8,0.238
LYCRA,423.9,0.29
PUGGY,1246.0,0.908
UVULA,941.3,0.679
RIGOR,456.4,0.315
SHADY,450.1,0.31
COMAS,441.1,0.303
BANCO,463.8,0.32
LOCKY,613.5,0.433
BELGA,517.9,0.361
SABRE,300.1,0.197
KOKAS,951.2,0.687
NERDS,337.7,0.225
SERAC,286.5,0.187
RAMIN,341.9,0.229
ORANS,217.2,0.135
TIRTH,303.6,0.2
DOLLS,1071.8,0.777
JOUGS,1218.1,0.887
TICED,165.1,0.096
WANLY,1021.5,0.739
MOLDY,1053.0,0.763
CORDS,328.8,0.219
KINES,824.6,0.591
LIGHT,584.2,0.411
KETOL,598.5,0.422
CLAUT,208.7,0.129
IAMBS,811.4,0.582
ROJIS,408.8,0.279
CROPS,448.7,0.309
JUROR,502.6,0.349
PHONO,1041.0,0.754
GOOBY,1362.9,0.996
PLESH,780.6,0.558
TOZIE,184.9,0.111
RENEW,529.8,0.37
SHASH,529.1,0.369
COPPY,747.8,0.534
WORDY,532.2,0.372
FIGGY,1279.6,0.933
BITCH,387.7,0.263
PLEXI,863.0,0.62
BAKER,464.0,0.32
EEVEN,891.0,0.641
EVADE,167.1,0.097
PLAUR,224.4,0.14
MONDO,1059.3,0.768
QUEUE,609.4,0.43
NOOBS,1240.4,0.904
RATOO,174.1,0.103
DOVES,954.8,0.689
MAUVY,1015.9,0.735
PRAHU,260.8,0.168
PHIZZ,1201.6,0.875
KULAK,908.9,0.655
AGRUM,456.4,0.315
DYING,930.9,0.671
UNWET,372.4,0.252
MAIRE,130.2,0.07
TUPEK,502.0,0.349
GORMS,637.3,0.451
JIFFS,1215.2,0.885
COACH,354.5,0.238
ZIBET,477.8,0.331
LOCIS,345.6,0.231
BOOLS,1222.2,0.89
DICTS,214.7,0.133
SPOOR,502.3,0.349
GAUPS,907.4,0.654
CHACO,307.2,0.203
DIDDY,1145.7,0.833
ALANG,356.3,0.239
ARAKS,196.5,0.119
SEGOS,897.3,0.646
GADSO,748.8,0.535
DUNAM,929.0,0.67
ZURFS,520.4,0.363
PREEM,515.8,0.359
HOIKS,1060.6,0.769
DYNOS,1098.1,0.797
AUMIL,782.5,0.56
BAILE,189.2,0.114
HAVEL,549.2,0.384
QUIPU,1071.1,0.777
LASSI,693.6,0.493
AROBA,376.6,0.255
CHEET,352.3,0.236
SOCIA,155.8,0.089
REBOP,667.4,0.473
LOVES,1009.0,0.73
COAPT,249.4,0.159
ODIST,353.4,0.237
COBBY,747.8,0.534
ABUSE,140.5,0.077
RACED,163.6,0.095
RUTHS,232.8,0.147
OUNCE,277.2,0.18
EIGNE,596.2,0.42
DENIM,697.7,0.496
DOONA,895.2,0.645
DUKUN,1068.0,0.774
SHRED,338.6,0.226
NANOS,834.4,0.599
JAGGS,1128.2,0.82
ROHUN,421.5,0.288
MUSEE,429.1,0.294
BESTS,550.5,0.385
FREED,415.6,0.284
CETES,357.2,0.24
JERKS,499.0,0.347
FYRDS,483.8,0.335
BALOO,875.2,0.63
SILEX,770.7,0.551
TAMED,194.5,0.118
CARLE,286.6,0.187
THECA,353.6,0.237
CAIRN,244.4,0.155
SILEN,667.7,0.474
BUNIA,824.5,0.591
PROUL,315.2,0.209
FUZED,956.1,0.69
COALY,298.4,0.196
NUBIA,824.5,0.591
RURUS,454.2,0.313
HENNY,883.3,0.636
LEVAS,481.0,0.333
ALIKE,160.5,0.092
CANGS,629.7,0.445
WOKEN,1020.3,0.739
AGGRO,448.8,0.309
WORTS,369.1,0.249
MUCID,541.5,0.379
GREVE,390.7,0.265
WHORE,454.4,0.313
NOTAM,434.8,0.298
CONNS,736.6,0.525
RUBES,438.6,0.301
MAIMS,798.9,0.572
PILUS,930.1,0.671
GONNA,946.7,0.683
HEEDY,917.0,0.661
BLOOK,1190.7,0.867
DEEVE,496.8,0.345
PURSE,226.5,0.142
KITKE,313.9,0.208
TULPA,441.3,0.303
ISLED,724.2,0.516
ILEAL,302.4,0.199
BASHO,887.0,0.638
HOTTY,730.4,0.521
SUDOR,324.5,0.216
NUTSO,293.1,0.192
GOKES,1097.1,0.796
COURB,334.5,0.223
UPJET,475.4,0.329
ENDED,846.3,0.608
BIOGS,1103.0,0.801
REFIX,482.0,0.334
MOLES,1006.3,0.728
AURAR,452.5,0.312
PUPIL,997.9,0.722
SOUPS,1028.2,0.745
LIARD,145.7,0.081
DOGEY,981.0,0.709
MASUR,393.1,0.267
EANED,351.1,0.236
THUMP,581.1,0.408
FLITT,489.7,0.34
SHOER,529.7,0.37
ROSTS,337.9,0.226
GOBBO,1199.1,0.873
SHINS,824.8,0.592
PLIER,471.3,0.326
ZUZIM,1147.0,0.834
ATOLL,343.5,0.23
SCOUG,427.9,0.293
WAILS,706.3,0.503
STATE,281.1,0.183
MISTY,600.8,0.423
EEVNS,840.1,0.603
ADOZE,209.4,0.129
JUREL,451.8,0.311
WACKO,513.8,0.358
SYEDS,819.8,0.588
KISTS,600.8,0.423
ZESTY,550.5,0.385
EXFIL,771.9,0.552
DUPES,929.9,0.671
APERS,170.5,0.1
DOPPE,584.0,0.411
YAGER,464.0,0.32
JUNTO,428.9,0.294
ADOWN,843.2,0.605
CARTE,271.0,0.175
PROXY,614.3,0.433
YAUDS,880.8,0.634
DUKED,956.1,0.69
SONAR,300.6,0.198
POMOS,1368.1,1.0
GRISE,289.6,0.189
TIEFS,453.4,0.312
CEDIS,273.1,0.177
BASON,834.4,0.599
OGLER,596.9,0.42
DONUT,400.4,0.273
DOTAL,454.1,0.313
SYREN,377.7,0.256
MUTIS,484.3,0.336
FENIS,641.9,0.454
FLUKE,482.7,0.334
QUADS,444.5,0.306
SHEET,529.5,0.37
CAMEO,188.6,0.113
PERAI,216.2,0.134
PRYER,515.8,0.359
RAVEY,437.2,0.3
TRANK,345.4,0.231
DECYL,345.2,0.231
VARDA,493.6,0.343
YARRA,674.3,0.479
COMBY,747.8,0.534
BELEE,482.7,0.334
KOFFS,1368.1,1.0
TOMOS,730.9,0.521
JITTY,647.1,0.458
CUSUM,636.1,0.45
POLTS,716.7,0.51
SCULK,397.2,0.27
PEWEE,573.8,0.403
ECLAT,338.1,0.226
LANDE,193.8,0.117
SEBUM,759.2,0.542
NECHE,400.8,0.273
SPALE,308.5,0.204
GROWN,593.7,0.418
LOGIN,879.4,0.633
CAPUL,410.2,0.28
WEIRS,484.2,0.336
SLORM,454.5,0.313
POXES,1097.1,0.796
SEAME,317.1,0.21
DUELS,844.6,0.607
KUBIE,510.8,0.356
SHREW,438.8,0.301
ALCID,249.2,0.159
PENGO,803.7,0.576
MOPER,717.2,0.511
PEDES,847.1,0.608
GELEE,482.7,0.334
RUNIC,283.5,0.185
SHARD,196.3,0.119
MURES,467.7,0.323
CURER,361.2,0.243
LABEL,549.2,0.384
RAULI,258.7,0.166
SWALY,637.9,0.451
WENTS,447.5,0.308
AMPUL,830.5,0.596
BRAES,287.4,0.188
RINSE,244.1,0.155
BHAJI,445.8,0.307
PIQUI,1148.5,0.835
ANCLE,104.3,0.05
OLLER,575.1,0.404
SENSU,492.2,0.342
PUMPY,1246.0,0.908
RIYAL,340.4,0.228
TOADS,238.7,0.151
SQUAW,797.4,0.571
BEZES,967.8,0.699
ROBIN,395.5,0.269
TERES,284.3,0.185
WHERE,401.1,0.273
VEILS,737.3,0.526
ZOCCO,551.4,0.386
MOUNT,393.9,0.268
GAURS,377.7,0.256
PROSY,543.8,0.38
SNIFF,855.2,0.614
ZAZEN,559.9,0.393
FUNGI,1021.4,0.739
REMET,320.4,0.212
NAMES,507.5,0.353
CRIED,250.1,0.16
SPINY,824.8,0.592
ILEUM,731.9,0.522
SCUBA,298.2,0.196
AZYMS,843.9,0.606
BANTY,601.6,0.424
TUBAL,444.3,0.306
YAARS,414.3,0.283
CHICA,382.4,0.259
RITZY,316.0,0.209
APTLY,394.8,0.268
LOUPE,479.5,0.332
ABNET,121.5,0.063
COBBS,753.0,0.538
ERICK,375.4,0.254
YINCE,366.2,0.247
SHEDS,819.8,0.588
DEBAG,372.6,0.252
GIRTH,312.1,0.206
ESROG,590.8,0.416
MIMIS,1102.3,0.8
PUUKO,1189.1,0.865
WHIPT,540.7,0.378
MAZAC,755.0,0.539
SHIVA,683.6,0.485
MALIS,689.8,0.49
TOUKS,580.9,0.408
DEMAN,335.5,0.224
GUSSY,1076.0,0.78
UPDOS,1190.5,0.867
FIXED,875.0,0.629
ERVIL,280.7,0.183
MIHIS,1102.3,0.8
PERPS,499.0,0.347
RETIE,91.1,0.04
WILCO,332.5,0.222
ARYLS,201.7,0.123
MAWED,388.2,0.263
BRUGH,476.2,0.33
POMPA,1084.2,0.787
HYOID,1143.3,0.831
DOOLS,1079.9,0.783
INION,961.7,0.695
JAKES,544.6,0.381
TAWAF,700.0,0.498
NOEME,684.1,0.486
HIRES,503.5,0.35
KOORI,484.3,0.336
SOAKS,465.0,0.321
ULEMA,347.1,0.233
PSEUD,932.1,0.672
RAITH,159.8,0.092
FILKS,1061.2,0.769
PUDGY,1188.4,0.865
IMSHI,1215.2,0.885
WEEMS,974.0,0.704
MAKER,464.0,0.32
THREE,208.7,0.129
JUTES,525.1,0.366
WINED,772.0,0.552
TEETH,513.2,0.357
PHYLA,1162.1,0.845
NORIE,261.6,0.168
ALAMO,354.2,0.238
JEELS,882.5,0.635
BORED,537.3,0.376
LUCKS,505.0,0.351
SADOS,736.2,0.525
YACKS,646.5,0.458
GUYED,956.1,0.69
GRUNT,166.3,0.097
OSMIC,491.5,0.341
ZOPPA,1084.2,0.787
WARTY,421.1,0.288
BRITT,230.5,0.145
HAULS,814.8,0.584
PUSLE,390.5,0.265
KIAKI,445.8,0.307
FRATE,280.8,0.183
MOTTS,753.7,0.538
ODOUR,518.8,0.362
BUDED,948.8,0.685
CLOTS,434.8,0.298
PIOYS,1103.0,0.801
MAZER,464.0,0.32
TABOS,464.2,0.321
HAUFS,907.4,0.654
CAKEY,429.8,0.295
BIFFS,1215.2,0.885
BUNGY,1118.3,0.812
RIGGS,532.2,0.372
MAULA,900.6,0.649
PIECE,368.2,0.248
AIRED,159.7,0.092
NAPPY,1136.8,0.826
MAZED,388.2,0.263
BOUTU,580.4,0.408
OPENS,969.4,0.7
WHALE,347.2,0.233
PREYS,437.4,0.3
BILES,836.8,0.601
HYSON,1240.4,0.904
BOXEN,1020.3,0.739
UNWED,849.1,0.61
MAUKA,1015.9,0.735
NIGHT,491.0,0.341
WAGES,544.6,0.381
PURRS,497.1,0.345
CORES,383.1,0.26
PALAS,1033.2,0.748
DELPH,774.9,0.554
FAIRE,130.2,0.07
RHONE,393.3,0.267
MOWAS,951.2,0.687
PROBS,567.4,0.398
DEMOT,468.3,0.324
MARGA,702.4,0.5
PETIT,362.0,0.244
IMBUE,512.3,0.357
WEEST,392.5,0.267
ABOON,852.7,0.613
MAARE,300.2,0.197
SENSE,345.8,0.232
SWIMS,982.9,0.71
SAMMY,985.7,0.713
JINGO,1020.1,0.738
REKEY,590.9,0.416
BULKY,1078.4,0.782
WANTA,601.6,0.424
YOUTH,580.4,0.408
GLOSS,1030.3,0.746
POOTS,753.7,0.538
THUDS,559.7,0.392
PERCE,308.5,0.204
MENIL,592.9,0.417
UREIC,256.5,0.164
VENDU,796.3,0.57
CUVEE,327.0,0.217
POPOS,1368.1,1.0
BUTTS,636.8,0.45
SYRUP,346.0,0.232
HAEMS,534.8,0.374
RAMAL,532.6,0.372
BARYE,346.3,0.232
ALCEA,130.1,0.069
JAGGY,1236.7,0.901
CURSI,252.2,0.161
SPUED,799.4,0.573
YOGEE,703.1,0.5
DAVIT,318.2,0.211
FACIE,91.1,0.04
TONES,513.7,0.358
HACKS,646.5,0.458
WITAN,323.5,0.215
HOKIS,1091.8,0.792
LOWAN,868.3,0.624
PAHUS,907.4,0.654
GOLDY,1053.0,0.763
UNBOX,1085.2,0.787
DOWTS,611.4,0.431
COPSE,288.4,0.188
SNUCK,371.7,0.251
HAARS,414.3,0.283
BELLO,764.6,0.546
NEBEK,891.0,0.641
SLIPT,472.8,0.327
TOKES,616.7,0.435
HEWGH,1017.2,0.736
ALOSE,134.0,0.072
BUCKS,650.9,0.461
PAIPS,798.9,0.572
SEWAR,356.8,0.24
MIEUX,879.7,0.633
MADAL,878.6,0.632
AHINT,164.6,0.095
PLISH,982.4,0.71
NUDGY,1060.7,0.769
TUQUE,274.3,0.178
INANE,136.5,0.074
GALAS,1033.2,0.748
NEELD,688.0,0.489
URDEE,243.7,0.155
AMYLS,761.9,0.544
KEYED,893.8,0.643
LACCY,603.5,0.425
SLIDE,339.9,0.227
ADOON,843.2,0.605
KAUGH,1015.9,0.735
NAICE,107.4,0.052
VAMPS,1128.2,0.82
TWIER,298.2,0.196
GLEBE,567.5,0.398
BORMS,637.3,0.451
KRUNK,457.7,0.316
BUAZE,143.6,0.08
IMARI,251.3,0.161
SEPAD,263.2,0.169
VERTU,241.7,0.153
GIANT,174.1,0.103
REPOS,562.4,0.394
COURD,310.6,0.205
RESIN,324.1,0.215
FLUBS,1067.4,0.774
UNBID,1014.3,0.734
FELTY,513.5,0.358
DECAF,240.2,0.152
RAZOO,406.7,0.277
HIBAS,829.8,0.595
POUTS,603.7,0.425
KLIKS,1010.2,0.731
EYRAS,389.4,0.264
FOGEY,1123.3,0.816
ALEEM,303.8,0.2
PAPEY,597.0,0.42
FIERS,528.8,0.369
MOTET,613.5,0.433
TULIP,447.6,0.308
STEEK,553.9,0.388
SCAFF,466.9,0.323
QUEEN,903.4,0.651
TANGO,358.9,0.241
REPUT,236.9,0.15
RORIE,228.1,0.143
MONAS,851.3,0.612
PONKS,1240.4,0.904
DEROS,410.0,0.28
VENAL,492.3,0.342
PIPED,875.0,0.629
ALAPS,349.6,0.234
FITTS,600.8,0.423
BESEE,416.7,0.285
FAULD,874.0,0.629
MOLEY,1003.0,0.726
APODS,813.6,0.583
CIRCS,381.7,0.259
PLOOK,1190.7,0.867
ASYLA,761.9,0.544
WAITE,95.5,0.043
WOUND,1030.9,0.747
LADDU,870.4,0.626
TICES,241.7,0.153
BLEYS,944.6,0.682
TUFFE,274.3,0.178
KAINS,661.4,0.469
KUNDS,1073.2,0.778
SEEDS,743.8,0.531
ALALA,385.2,0.261
MAWNS,990.7,0.716
NEDDY,793.5,0.568
MENGS,871.0,0.626
EWHOW,1146.5,0.833
DOUCS,546.5,0.382
TOOLS,689.1,0.49
WACKS,646.5,0.458
KYPES,1043.8,0.756
BUNJY,1118.3,0.812
BRAID,199.5,0.122
SPIFS,982.9,0.71
WYLED,849.5,0.61
CHOLI,403.2,0.275
QUINT,252.1,0.161
PANTO,360.4,0.243
CLOWN,560.0,0.393
COKEY,611.9,0.432
SYVER,476.4,0.33
COTHS,476.9,0.33
YOKUL,1063.8,0.771
VOGUE,576.3,0.405
OLDEN,716.0,0.51
VARDO,452.2,0.312
VIBED,875.0,0.629
CIRES,302.0,0.199
FONDS,1098.1,0.797
ADAWS,365.9,0.247
AMUSE,140.5,0.077
SISAL,678.1,0.481
PHONE,679.1,0.482
KWAAI,445.8,0.307
BRUHS,429.3,0.294
RUNTY,178.6,0.106
WONKS,1240.4,0.904
PSOAS,951.2,0.687
ALOWE,179.0,0.106
KNOWS,1240.4,0.904
AZIDO,877.7,0.631
RAIKE,114.9,0.058
SIDEY,667.2,0.473
SADES,262.5,0.169
TARED,133.3,0.072
CULCH,415.9,0.284
POTED,501.9,0.349
AFOOT,366.9,0.247
KEREL,476.9,0.33
KAKIS,784.8,0.562
DEVOS,885.0,0.637
METOL,598.5,0.422
AVIZE,200.4,0.122
SAIDS,613.9,0.433
KILTS,563.8,0.395
PUNAS,812.9,0.583
COPAL,458.1,0.316
PRIAL,264.3,0.17
ANGRY,427.9,0.293
SOOTY,705.2,0.502
SLANE,299.8,0.197
QUEST,333.1,0.222
GOOPY,1362.9,0.996
PLORE,348.9,0.234
DUBBY,1195.7,0.87
HIMBO,1147.8,0.834
DOGAL,916.7,0.661
APPAL,857.4,0.616
DORRS,471.7,0.326
CANDO,488.0,0.338
REWAN,429.2,0.294
KAGOS,934.3,0.674
CLOOP,575.6,0.404
ADAYS,365.9,0.247
GULET,468.2,0.324
PORTE,269.7,0.174
CLEPT,319.6,0.212
HAIKS,798.9,0.572
MIYAS,829.8,0.595
YEARD,149.3,0.084
MIFTY,647.1,0.458
OATER,152.5,0.086
LINER,454.2,0.313
MANOS,834.4,0.599
ROWER,643.5,0.455
SHURA,322.4,0.214
QUIRL,304.1,0.2
JAFAS,1128.2,0.82
CLACK,487.3,0.338
PIKEL,876.7,0.631
MENAD,335.5,0.224
FLUKY,1052.6,0.763
REANS,303.0,0.199
ENATE,303.9,0.2
MATES,390.6,0.265
ABRAY,483.3,0.335
THANS,455.2,0.314
KUYAS,912.8,0.658
SONGY,1050.5,0.761
INCOG,546.4,0.382
GAUDS,880.8,0.634
HOKUM,1212.9,0.883
DOGMA,1032.7,0.748
BLEND,711.3,0.506
ARECA,152.0,0.086
DIRGE,288.1,0.188
SARGE,299.5,0.197
RYIJY,556.0,0.39
LATUS,435.7,0.299
GAMBE,439.1,0.302
SHACK,459.9,0.317
RENAL,377.2,0.255
REUSE,164.3,0.095
SLISH,908.8,0.655
PAGAN,1136.8,0.826
STIRP,267.0,0.172
KYLIE,417.6,0.286
CALIF,282.5,0.184
HANDS,819.5,0.588
KIRKS,565.2,0.396
DOCUS,593.9,0.418
UVEAS,336.0,0.224
SHAPS,658.9,0.467
GONZO,1071.4,0.777
MUMMY,1246.0,0.908
THAWT,500.6,0.348
ACTIN,122.4,0.064
HOARD,257.2,0.165
HOWLS,1222.2,0.89
BUNDT,407.1,0.278
BLUSH,892.2,0.642
SUPES,853.7,0.613
CROGS,448.7,0.309
SERON,395.2,0.269
SOLVE,499.2,0.347
CHERT,246.3,0.157
TOTTY,691.5,0.491
ABORN,407.1,0.278
VINHO,1020.1,0.738
AGREE,115.3,0.058
SNUSH,737.2,0.526
DANKS,819.5,0.588
PROUD,440.4,0.303
RACON,312.8,0.207
SHALY,637.9,0.451
PAGED,388.2,0.263
PULSE,380.5,0.258
SHANK,630.0,0.445
ONSET,509.0,0.354
SPAIN,284.2,0.185
REGEX,590.9,0.416
UREAS,125.9,0.066
ORLOP,446.7,0.307
MUSHY,1251.2,0.912
CRONK,492.2,0.342
LATCH,471.5,0.326
BLIVE,521.7,0.364
HONDS,1098.1,0.797
GAMAY,1236.7,0.901
HEATH,352.5,0.237
ARNIS,233.1,0.147
PURAU,501.7,0.349
TOFUS,580.9,0.408
HINDS,974.9,0.704
MEWED,893.8,0.643
COWKS,753.0,0.538
BIRLS,419.3,0.287
GOYIM,1156.2,0.841
STEND,324.8,0.216
ALANT,160.8,0.093
NOLLE,571.2,0.401
FULTH,569.5,0.4
TASAR,396.1,0.269
LUVVY,1096.9,0.796
DIVES,815.0,0.584
LUNGE,470.4,0.325
SNICK,314.5,0.208
DERTH,226.3,0.142
COSEY,585.7,0.412
DISCI,454.9,0.314
UNCOS,597.1,0.42
YUKOS,1196.2,0.871
TANSY,429.6,0.295
METAL,404.5,0.276
BARDE,137.5,0.075
SAUCY,247.0,0.157
SMEAR,377.0,0.255
FRORE,430.2,0.295
KNEEL,856.1,0.615
GRAMA,481.6,0.334
CRIOS,276.0,0.179
CHEDI,386.8,0.262
ENDUE,507.0,0.353
BAFTS,668.8,0.474
RALLI,300.1,0.197
SMORE,319.1,0.212
TENOR,351.7,0.236
PAWNS,990.7,0.716
LODGE,457.9,0.316
RESOL,470.9,0.326
CARON,332.8,0.222
TIARE,65.7,0.021
POOVE,726.3,0.518
UNDAM,927.2,0.669
KOHAS,951.2,0.687
VAPES,544.6,0.381
RIVER,571.0,0.401
CAFFS,637.8,0.451
BLAHS,650.8,0.461
